índice_producto,precio,talla,color,color_agrupado,precio_normalizado,precio_formateado,cluster
1,37450.0,42,Abeto,Otro,-0.6977494384002798,COP 37.450,0
2,37450.0,42,Negro,Otro,-0.6977494384002798,COP 37.450,0
3,37450.0,42,Blanco,Otro,-0.6977494384002798,COP 37.450,0
4,59925.0,42,Azul Prusia,Otro,-0.4912393696650658,COP 59.925,0
5,59925.0,42,Negro,Otro,-0.4912393696650658,COP 59.925,0
6,118140.0,42,Negro,Otro,0.04366535342372092,COP 118.140,0
7,283985.0,42,Gris Granito,Otro,1.5675212977792963,COP 283.985,1
8,83265.0,42,Habano,Otro,-0.27678130495850767,COP 83.265,0
9,448435.0,42,Gris Granito,Otro,3.078559375799583,COP 448.435,1
10,117585.0,42,Negro,Otro,0.038565772193552124,COP 117.585,0
11,117585.0,42,Blanco,Otro,0.038565772193552124,COP 117.585,0
12,127985.0,42,Ganache,Otro,0.13412549254266115,COP 127.985,0
13,48685.0,42,Azul Claro,Otro,-0.5945173751192951,COP 48.685,0
14,149925.0,42,Blanco,Otro,0.3357197487406854,COP 149.925,1
15,95175.0,42,Azul Prusia,Otro,-0.1673470482894799,COP 95.175,0
16,95175.0,42,Gris Granito,Otro,-0.1673470482894799,COP 95.175,0
17,104925.0,42,Rosa Claro,Otro,-0.0777598104621902,COP 104.925,0
18,90285.0,42,Blanco,Otro,-0.21227849372285906,COP 90.285,0
19,102675.0,42,Blanco,Otro,-0.09843378842233398,COP 102.675,0
20,52425.0,42,Amarillo Pastel,Otro,-0.5601526295322117,COP 52.425,0
21,164385.0,42,Canela,Otro,0.46858451376454274,COP 164.385,1
22,164385.0,42,Negro,Otro,0.46858451376454274,COP 164.385,1
23,110435.0,42,Nuez,Otro,-0.02713153554646033,COP 110.435,0
24,110435.0,42,Gris,Otro,-0.02713153554646033,COP 110.435,0
25,110435.0,42,Azul Prusia,Otro,-0.02713153554646033,COP 110.435,0
26,168935.0,42,Chocolate,Otro,0.5103918914172779,COP 168.935,1
27,168935.0,42,Negro,Otro,0.5103918914172779,COP 168.935,1
28,79950.0,42,Blanco,Otro,-0.30724096581978616,COP 79.950,0
29,58950.0,42,Blanco,Otro,-0.5001980934477948,COP 58.950,0
30,77935.0,42,Blanco,Otro,-0.32575566163742603,COP 77.935,0
31,157235.0,42,Café,Otro,0.40288720602453026,COP 157.235,1
32,157235.0,42,Negro,Otro,0.40288720602453026,COP 157.235,1
33,67450.0,42,Blanco,Otro,-0.42209639893169604,COP 67.450,0
34,172185.0,42,Canela,Otro,0.5402543040263745,COP 172.185,1
35,172185.0,42,Negro,Otro,0.5402543040263745,COP 172.185,1
36,122950.0,42,Canela,Otro,0.08786172408518385,COP 122.950,0
37,66950.0,42,Blanco,Otro,-0.42669061625617244,COP 66.950,0
38,39515.0,42,Ganache,Otro,-0.6787753208501922,COP 39.515,0
39,77935.0,42,Palo de Rosa,Otro,-0.32575566163742603,COP 77.935,0
40,100035.0,42,Azul Prusia,Otro,-0.12269125589556935,COP 100.035,0
41,175435.0,42,Canela,Otro,0.570116716635471,COP 175.435,1
42,175435.0,42,Negro,Otro,0.570116716635471,COP 175.435,1
43,84435.0,42,Negro,Otro,-0.26603083641923286,COP 84.435,0
44,194935.0,42,Canela,Otro,0.7492911922900505,COP 194.935,1
45,194935.0,42,Negro,Otro,0.7492911922900505,COP 194.935,1
46,220935.0,42,Marrón,Otro,0.988190493162823,COP 220.935,1
47,220935.0,42,Negro,Otro,0.988190493162823,COP 220.935,1
48,81950.0,42,Blanco,Otro,-0.28886409652188055,COP 81.950,0
49,116950.0,42,Chocolate,Otro,0.032731116191467104,COP 116.950,0
50,116950.0,42,Negro,Otro,0.032731116191467104,COP 116.950,0
51,74950.0,42,Gris Granito,Otro,-0.3531831390645501,COP 74.950,0
52,77450.0,42,Negro,Otro,-0.3302120524421681,COP 77.450,0
53,104950.0,42,Café Mocca,Otro,-0.07753009959596639,COP 104.950,0
54,104950.0,42,Negro,Otro,-0.07753009959596639,COP 104.950,0
55,84950.0,42,Granate,Otro,-0.2612987925750222,COP 84.950,0
56,110435.0,42,Granate,Otro,-0.02713153554646033,COP 110.435,0
57,167635.0,42,Canela,Otro,0.4984469263736393,COP 167.635,1
58,167635.0,42,Negro,Otro,0.4984469263736393,COP 167.635,1
59,115000.0,42,Blanco,Otro,0.014813668626009161,COP 115.000,0
60,132450.0,42,Beige,Otro,0.17515185325023536,COP 132.450,0
61,132450.0,42,Negro,Otro,0.17515185325023536,COP 132.450,0
62,374985.0,42,Gris Oscuro,Otro,2.4036688508340003,COP 374.985,1
63,77450.0,42,Gris Carbón,Otro,-0.3302120524421681,COP 77.450,0
64,59925.0,42,Blanco,Otro,-0.4912393696650658,COP 59.925,0
65,166335.0,42,Café Mocca,Otro,0.4865019613300007,COP 166.335,1
66,166335.0,42,Negro,Otro,0.4865019613300007,COP 166.335,1
67,180635.0,42,Chocolate,Otro,0.6178965768100256,COP 180.635,1
68,180635.0,42,Azul Prusia,Otro,0.6178965768100256,COP 180.635,1
69,180635.0,42,Chocolate,Otro,0.6178965768100256,COP 180.635,1
70,180635.0,42,Azul Prusia,Otro,0.6178965768100256,COP 180.635,1
71,67425.0,42,Arena,Otro,-0.42232610979791985,COP 67.425,0
72,67425.0,42,Abeto,Otro,-0.42232610979791985,COP 67.425,0
73,67425.0,42,Gris Oscuro,Otro,-0.42232610979791985,COP 67.425,0
74,67425.0,42,Navy,Otro,-0.42232610979791985,COP 67.425,0
75,67425.0,42,Negro,Otro,-0.42232610979791985,COP 67.425,0
76,67950.0,42,Blanco,Otro,-0.41750218160721964,COP 67.950,0
77,100035.0,42,Negro,Otro,-0.12269125589556935,COP 100.035,0
78,239900.0,42,Chocolate,Otro,1.1624491562802126,COP 239.900,1
79,239900.0,42,Negro,Otro,1.1624491562802126,COP 239.900,1
80,110415.0,42,Azul Prusia,Otro,-0.027315304239439384,COP 110.415,0
81,503035.0,42,Gris Oscuro,Otro,3.580247907632405,COP 503.035,1
82,119900.0,42,Café Oscuro,Otro,0.059836998405877834,COP 119.900,0
83,204000.0,42,Esmeralda,Otro,0.8325843523828076,COP 204.000,1
84,227900.0,42,Chocolate,Otro,1.0521879404927792,COP 227.900,1
85,227900.0,42,Negro,Otro,1.0521879404927792,COP 227.900,1
86,98515.0,42,Oro,Otro,-0.13665767656197758,COP 98.515,0
87,98515.0,42,Verde Manzana,Otro,-0.13665767656197758,COP 98.515,0
88,98515.0,42,Khaki,Otro,-0.13665767656197758,COP 98.515,0
89,109900.0,42,Navy,Otro,-0.03204734808365007,COP 109.900,0
90,116450.0,42,Azul Prusia,Otro,0.02813689886699071,COP 116.450,0
91,116450.0,42,Café,Otro,0.02813689886699071,COP 116.450,0
92,175435.0,42,Chocolate,Otro,0.570116716635471,COP 175.435,1
93,175435.0,42,Negro,Otro,0.570116716635471,COP 175.435,1
94,63665.0,42,Vinotinto,Otro,-0.45687462407798235,COP 63.665,0
95,271900.0,42,Canela,Otro,1.4564790650467019,COP 271.900,1
96,271900.0,42,Negro,Otro,1.4564790650467019,COP 271.900,1
97,169900.0,42,Habano,Otro,0.5192587308535174,COP 169.900,1
98,169900.0,42,Navy,Otro,0.5192587308535174,COP 169.900,1
99,169900.0,42,Negro,Otro,0.5192587308535174,COP 169.900,1
100,421135.0,42,Azul Prusia,Otro,2.8277151098831714,COP 421.135,1
101,269900.0,42,Navy,Otro,1.4381021957487963,COP 269.900,1
102,269900.0,42,Negro,Otro,1.4381021957487963,COP 269.900,1
103,281900.0,42,Canela,Otro,1.5483634115362297,COP 281.900,1
104,281900.0,42,Negro,Otro,1.5483634115362297,COP 281.900,1
105,221000.0,42,Azul Prusia,Otro,0.988787741415005,COP 221.000,1
106,139900.0,42,Blanco,Otro,0.24360569138493365,COP 139.900,0
107,149900.0,42,Negro,Otro,0.3354900378744616,COP 149.900,1
108,149900.0,42,Blanco,Otro,0.3354900378744616,COP 149.900,1
109,139900.0,42,Negro,Otro,0.24360569138493365,COP 139.900,0
110,84915.0,42,Azul Marino,Otro,-0.26162038778773555,COP 84.915,0
111,219900.0,42,Café Oscuro,Otro,0.9786804633011569,COP 219.900,1
112,55185.0,42,Turquesa,Otro,-0.534792549901102,COP 55.185,0
113,129900.0,42,Gris Granito,Otro,0.15172134489540573,COP 129.900,0
114,239900.0,42,Chocolate,Otro,1.1624491562802126,COP 239.900,1
115,239900.0,42,Negro,Otro,1.1624491562802126,COP 239.900,1
116,199900.0,42,Azul Marino,Otro,0.7949117703221011,COP 199.900,1
117,104925.0,42,Menta,Otro,-0.0777598104621902,COP 104.925,0
118,254900.0,42,Azul Prusia,Otro,1.3002756760145044,COP 254.900,1
119,254900.0,42,Ganache,Otro,1.3002756760145044,COP 254.900,1
120,254900.0,42,Azul Marino,Otro,1.3002756760145044,COP 254.900,1
121,254900.0,42,Canela,Otro,1.3002756760145044,COP 254.900,1
122,291900.0,42,Ganache,Otro,1.6402477580257577,COP 291.900,1
123,291900.0,42,Negro,Otro,1.6402477580257577,COP 291.900,1
124,174900.0,42,Blanco,Otro,0.5652009040982813,COP 174.900,1
125,240900.0,42,Café,Otro,1.1716375909291654,COP 240.900,1
126,240900.0,42,Negro,Otro,1.1716375909291654,COP 240.900,1
127,269900.0,42,Azul Prusia,Otro,1.4381021957487963,COP 269.900,1
128,269900.0,42,Ganache,Otro,1.4381021957487963,COP 269.900,1
129,283900.0,42,Chocolate,Otro,1.5667402808341353,COP 283.900,1
130,283900.0,42,Gris Granito,Otro,1.5667402808341353,COP 283.900,1
131,283900.0,42,Negro,Otro,1.5667402808341353,COP 283.900,1
132,254900.0,42,Ganache,Otro,1.3002756760145044,COP 254.900,1
133,254900.0,42,Negro,Otro,1.3002756760145044,COP 254.900,1
134,264900.0,42,Azul Marino,Otro,1.3921600225040323,COP 264.900,1
135,899900.0,42,Gris Granito,Otro,7.226816024589055,COP 899.900,2
136,239900.0,42,Canela,Otro,1.1624491562802126,COP 239.900,1
137,239900.0,42,Negro,Otro,1.1624491562802126,COP 239.900,1
138,230000.0,42,Blanco,Otro,1.07148365325558,COP 230.000,1
139,110415.0,42,Arena,Otro,-0.027315304239439384,COP 110.415,0
140,320000.0,42,Blanco,Otro,1.8984427716613312,COP 320.000,1
141,129900.0,42,Turquesa,Otro,0.15172134489540573,COP 129.900,0
142,129900.0,42,Blanco,Otro,0.15172134489540573,COP 129.900,0
143,87900.0,42,Blanco,Otro,-0.23419291036061146,COP 87.900,0
144,172500.0,42,Khaki,Otro,0.5431486609407946,COP 172.500,1
145,270900.0,42,Chocolate,Otro,1.447290630397749,COP 270.900,1
146,270900.0,42,Ganache,Otro,1.447290630397749,COP 270.900,1
147,270900.0,42,Azul Marino,Otro,1.447290630397749,COP 270.900,1
148,254900.0,42,Abeto,Otro,1.3002756760145044,COP 254.900,1
149,254900.0,42,Ganache,Otro,1.3002756760145044,COP 254.900,1
150,129900.0,42,Aguamarina,Otro,0.15172134489540573,COP 129.900,0
151,174785.0,42,Negro,Otro,0.5641442341136518,COP 174.785,1
152,195500.0,42,Hueso,Otro,0.7544826578667088,COP 195.500,1
153,240900.0,42,Chocolate,Otro,1.1716375909291654,COP 240.900,1
154,240900.0,42,Negro,Otro,1.1716375909291654,COP 240.900,1
155,169900.0,42,Khaki,Otro,0.5192587308535174,COP 169.900,1
156,169900.0,42,Gris,Otro,0.5192587308535174,COP 169.900,1
157,169900.0,42,Azul Prusia,Otro,0.5192587308535174,COP 169.900,1
158,169900.0,42,Marrón,Otro,0.5192587308535174,COP 169.900,1
159,168935.0,42,Vinotinto,Otro,0.5103918914172779,COP 168.935,1
160,168935.0,42,Ganache,Otro,0.5103918914172779,COP 168.935,1
161,168935.0,42,Negro,Otro,0.5103918914172779,COP 168.935,1
162,268900.0,42,Ganache,Otro,1.4289137610998435,COP 268.900,1
163,268900.0,42,Negro,Otro,1.4289137610998435,COP 268.900,1
164,119900.0,42,Khaki,Otro,0.059836998405877834,COP 119.900,0
165,139900.0,42,Blanco,Otro,0.24360569138493365,COP 139.900,0
166,63665.0,42,Negro,Otro,-0.45687462407798235,COP 63.665,0
167,63665.0,42,Blanco,Otro,-0.45687462407798235,COP 63.665,0
168,254900.0,42,Azul Prusia,Otro,1.3002756760145044,COP 254.900,1
169,254900.0,42,Ganache,Otro,1.3002756760145044,COP 254.900,1
170,254900.0,42,Azul Marino,Otro,1.3002756760145044,COP 254.900,1
171,254900.0,42,Canela,Otro,1.3002756760145044,COP 254.900,1
172,82425.0,42,Blanco,Otro,-0.284499590063628,COP 82.425,0
173,104925.0,42,Blanco,Otro,-0.0777598104621902,COP 104.925,0
174,93415.0,42,Negro,Otro,-0.18351869327163683,COP 93.415,0
175,110415.0,42,Azul Prusia,Otro,-0.027315304239439384,COP 110.415,0
176,149500.0,42,Azul Malibú,Otro,0.33181466401488047,COP 149.500,1
177,159900.0,42,Negro,Otro,0.42737438436398945,COP 159.900,1
178,274900.0,42,Blanco,Otro,1.4840443689935603,COP 274.900,1
179,129900.0,42,Turquesa,Otro,0.15172134489540573,COP 129.900,0
180,129900.0,42,Blanco,Otro,0.15172134489540573,COP 129.900,0
181,269900.0,42,Canela,Otro,1.4381021957487963,COP 269.900,1
182,74900.0,42,Blanco,Otro,-0.35364256079699774,COP 74.900,0
183,249900.0,42,Azul Prusia,Otro,1.2543335027697404,COP 249.900,1
184,87900.0,42,Gris Grafito,Otro,-0.23419291036061146,COP 87.900,0
185,227900.0,42,Chocolate,Otro,1.0521879404927792,COP 227.900,1
186,227900.0,42,Negro,Otro,1.0521879404927792,COP 227.900,1
187,169900.0,42,Hueso,Otro,0.5192587308535174,COP 169.900,1
188,126900.0,42,Turquesa,Otro,0.12415604094854737,COP 126.900,0
189,279500.0,42,Gris Claro,Otro,1.5263111683787431,COP 279.500,1
190,263900.0,42,Café,Otro,1.3829715878550797,COP 263.900,1
191,263900.0,42,Negro,Otro,1.3829715878550797,COP 263.900,1
192,63665.0,42,Blanco,Otro,-0.45687462407798235,COP 63.665,0
193,98515.0,42,Navy,Otro,-0.13665767656197758,COP 98.515,0
194,98515.0,42,Blanco,Otro,-0.13665767656197758,COP 98.515,0
195,98515.0,42,Navy,Otro,-0.13665767656197758,COP 98.515,0
196,98515.0,42,Blanco,Otro,-0.13665767656197758,COP 98.515,0
197,135915.0,42,Blanco,Otro,0.20698977930885679,COP 135.915,0
198,259900.0,42,Café,Otro,1.3462178492592685,COP 259.900,1
199,259900.0,42,Negro,Otro,1.3462178492592685,COP 259.900,1
200,169900.0,42,Khaki,Otro,0.5192587308535174,COP 169.900,1
201,169900.0,42,Gris,Otro,0.5192587308535174,COP 169.900,1
202,169900.0,42,Azul Prusia,Otro,0.5192587308535174,COP 169.900,1
203,169900.0,42,Marrón,Otro,0.5192587308535174,COP 169.900,1
204,254900.0,42,Abeto,Otro,1.3002756760145044,COP 254.900,1
205,254900.0,42,Ganache,Otro,1.3002756760145044,COP 254.900,1
206,789900.0,42,Arena,Otro,6.216088213204248,COP 789.900,2
207,499900.0,42,Azul Prusia,Otro,3.551442165007938,COP 499.900,1
208,267900.0,42,Chocolate,Otro,1.4197253264508907,COP 267.900,1
209,267900.0,42,Negro,Otro,1.4197253264508907,COP 267.900,1
210,99900.0,42,Abeto,Otro,-0.12393169457317797,COP 99.900,0
211,99900.0,42,Navy,Otro,-0.12393169457317797,COP 99.900,0
212,139900.0,42,Menta,Otro,0.24360569138493365,COP 139.900,0
213,259900.0,42,Gris,Otro,1.3462178492592685,COP 259.900,1
214,142425.0,42,Khaki,Otro,0.26680648887353947,COP 142.425,0
215,249900.0,42,Azul Marino,Otro,1.2543335027697404,COP 249.900,1
216,249900.0,42,Canela,Otro,1.2543335027697404,COP 249.900,1
217,254900.0,42,Azul Prusia,Otro,1.3002756760145044,COP 254.900,1
218,254900.0,42,Ganache,Otro,1.3002756760145044,COP 254.900,1
219,289900.0,42,Canela,Otro,1.6218708887278521,COP 289.900,1
220,149900.0,42,Blanco,Otro,0.3354900378744616,COP 149.900,1
221,240900.0,42,Chocolate,Otro,1.1716375909291654,COP 240.900,1
222,240900.0,42,Negro,Otro,1.1716375909291654,COP 240.900,1
223,99900.0,42,Café Oscuro,Otro,-0.12393169457317797,COP 99.900,0
224,239900.0,42,Café,Otro,1.1624491562802126,COP 239.900,1
225,239900.0,42,Negro,Otro,1.1624491562802126,COP 239.900,1
226,269900.0,42,Azul Prusia,Otro,1.4381021957487963,COP 269.900,1
227,269900.0,42,Ganache,Otro,1.4381021957487963,COP 269.900,1
228,662925.0,42,Negro,Otro,5.049386723653467,COP 662.925,2
229,134900.0,42,Blanco,Otro,0.1976635181401697,COP 134.900,0
230,254900.0,42,Ganache,Otro,1.3002756760145044,COP 254.900,1
231,254900.0,42,Negro,Otro,1.3002756760145044,COP 254.900,1
232,76900.0,42,Café,Otro,-0.3352656914990922,COP 76.900,0
233,254900.0,42,Mostaza,Otro,1.3002756760145044,COP 254.900,1
234,254900.0,42,Verde Pino,Otro,1.3002756760145044,COP 254.900,1
235,254900.0,42,Gris,Otro,1.3002756760145044,COP 254.900,1
236,999900.0,42,Azul Prusia,Otro,8.145659489484334,COP 999.900,2
237,289900.0,42,Negro,Otro,1.6218708887278521,COP 289.900,1
238,110415.0,42,Negro,Otro,-0.027315304239439384,COP 110.415,0
239,101915.0,42,Azul Prusia,Otro,-0.1054169987555381,COP 101.915,0
240,254900.0,42,Azul Prusia,Otro,1.3002756760145044,COP 254.900,1
241,254900.0,42,Café,Otro,1.3002756760145044,COP 254.900,1
242,457535.0,42,Negro,Otro,3.1621741311050533,COP 457.535,1
243,279900.0,42,Gris Granito,Otro,1.5299865422383243,COP 279.900,1
244,264900.0,42,Marrón,Otro,1.3921600225040323,COP 264.900,1
245,240900.0,42,Azul Prusia,Otro,1.1716375909291654,COP 240.900,1
246,148900.0,42,Blanco,Otro,0.3263016032255088,COP 148.900,0
247,229900.0,42,Negro,Otro,1.0705648097906848,COP 229.900,1
248,239900.0,42,Canela,Otro,1.1624491562802126,COP 239.900,1
249,239900.0,42,Negro,Otro,1.1624491562802126,COP 239.900,1
250,240900.0,42,Gris Granito,Otro,1.1716375909291654,COP 240.900,1
251,240900.0,42,Café,Otro,1.1716375909291654,COP 240.900,1
252,254900.0,42,Azul Prusia,Otro,1.3002756760145044,COP 254.900,1
253,254900.0,42,Ganache,Otro,1.3002756760145044,COP 254.900,1
254,99900.0,42,Abeto,Otro,-0.12393169457317797,COP 99.900,0
255,99900.0,42,Navy,Otro,-0.12393169457317797,COP 99.900,0
256,254900.0,42,Azul Prusia,Otro,1.3002756760145044,COP 254.900,1
257,254900.0,42,Café,Otro,1.3002756760145044,COP 254.900,1
258,1849900.0,42,Azul Marino,Otro,15.955828941094206,COP 1.849.900,2
259,249900.0,42,Azul Marino,Otro,1.2543335027697404,COP 249.900,1
260,249900.0,42,Canela,Otro,1.2543335027697404,COP 249.900,1
261,240900.0,42,Gris Granito,Otro,1.1716375909291654,COP 240.900,1
262,240900.0,42,Café,Otro,1.1716375909291654,COP 240.900,1
263,150000.0,43,Azul Royal,Otro,0.3364088813393568,COP 150.000,1
264,283985.0,43,Gris Granito,Otro,1.5675212977792963,COP 283.985,1
265,83265.0,43,Habano,Otro,-0.27678130495850767,COP 83.265,0
266,374950.0,43,Chocolate,Otro,2.403347255621287,COP 374.950,1
267,117585.0,43,Negro,Otro,0.038565772193552124,COP 117.585,0
268,117585.0,43,Blanco,Otro,0.038565772193552124,COP 117.585,0
269,127985.0,43,Ganache,Otro,0.13412549254266115,COP 127.985,0
270,48685.0,43,Azul Claro,Otro,-0.5945173751192951,COP 48.685,0
271,149925.0,43,Blanco,Otro,0.3357197487406854,COP 149.925,1
272,104925.0,43,Rosa Claro,Otro,-0.0777598104621902,COP 104.925,0
273,90285.0,43,Blanco,Otro,-0.21227849372285906,COP 90.285,0
274,102675.0,43,Blanco,Otro,-0.09843378842233398,COP 102.675,0
275,52425.0,43,Amarillo Pastel,Otro,-0.5601526295322117,COP 52.425,0
276,164385.0,43,Canela,Otro,0.46858451376454274,COP 164.385,1
277,164385.0,43,Negro,Otro,0.46858451376454274,COP 164.385,1
278,168935.0,43,Chocolate,Otro,0.5103918914172779,COP 168.935,1
279,168935.0,43,Negro,Otro,0.5103918914172779,COP 168.935,1
280,79950.0,43,Blanco,Otro,-0.30724096581978616,COP 79.950,0
281,58950.0,43,Blanco,Otro,-0.5001980934477948,COP 58.950,0
282,77935.0,43,Blanco,Otro,-0.32575566163742603,COP 77.935,0
283,157235.0,43,Café,Otro,0.40288720602453026,COP 157.235,1
284,157235.0,43,Negro,Otro,0.40288720602453026,COP 157.235,1
285,67450.0,43,Blanco,Otro,-0.42209639893169604,COP 67.450,0
286,172185.0,43,Canela,Otro,0.5402543040263745,COP 172.185,1
287,172185.0,43,Negro,Otro,0.5402543040263745,COP 172.185,1
288,122950.0,43,Canela,Otro,0.08786172408518385,COP 122.950,0
289,66950.0,43,Blanco,Otro,-0.42669061625617244,COP 66.950,0
290,77935.0,43,Palo de Rosa,Otro,-0.32575566163742603,COP 77.935,0
291,175435.0,43,Canela,Otro,0.570116716635471,COP 175.435,1
292,175435.0,43,Negro,Otro,0.570116716635471,COP 175.435,1
293,194935.0,43,Canela,Otro,0.7492911922900505,COP 194.935,1
294,194935.0,43,Negro,Otro,0.7492911922900505,COP 194.935,1
295,220935.0,43,Marrón,Otro,0.988190493162823,COP 220.935,1
296,220935.0,43,Negro,Otro,0.988190493162823,COP 220.935,1
297,81950.0,43,Blanco,Otro,-0.28886409652188055,COP 81.950,0
298,116950.0,43,Chocolate,Otro,0.032731116191467104,COP 116.950,0
299,116950.0,43,Negro,Otro,0.032731116191467104,COP 116.950,0
300,104950.0,43,Café Mocca,Otro,-0.07753009959596639,COP 104.950,0
301,104950.0,43,Negro,Otro,-0.07753009959596639,COP 104.950,0
302,167635.0,43,Canela,Otro,0.4984469263736393,COP 167.635,1
303,167635.0,43,Negro,Otro,0.4984469263736393,COP 167.635,1
304,132450.0,43,Beige,Otro,0.17515185325023536,COP 132.450,0
305,132450.0,43,Negro,Otro,0.17515185325023536,COP 132.450,0
306,59925.0,43,Blanco,Otro,-0.4912393696650658,COP 59.925,0
307,166335.0,43,Café Mocca,Otro,0.4865019613300007,COP 166.335,1
308,166335.0,43,Negro,Otro,0.4865019613300007,COP 166.335,1
309,180635.0,43,Chocolate,Otro,0.6178965768100256,COP 180.635,1
310,180635.0,43,Azul Prusia,Otro,0.6178965768100256,COP 180.635,1
311,180635.0,43,Chocolate,Otro,0.6178965768100256,COP 180.635,1
312,180635.0,43,Azul Prusia,Otro,0.6178965768100256,COP 180.635,1
313,67950.0,43,Blanco,Otro,-0.41750218160721964,COP 67.950,0
314,239900.0,43,Chocolate,Otro,1.1624491562802126,COP 239.900,1
315,239900.0,43,Negro,Otro,1.1624491562802126,COP 239.900,1
316,503035.0,43,Gris Oscuro,Otro,3.580247907632405,COP 503.035,1
317,227900.0,43,Chocolate,Otro,1.0521879404927792,COP 227.900,1
318,227900.0,43,Negro,Otro,1.0521879404927792,COP 227.900,1
319,116450.0,43,Azul Prusia,Otro,0.02813689886699071,COP 116.450,0
320,116450.0,43,Café,Otro,0.02813689886699071,COP 116.450,0
321,175435.0,43,Chocolate,Otro,0.570116716635471,COP 175.435,1
322,175435.0,43,Negro,Otro,0.570116716635471,COP 175.435,1
323,271900.0,43,Canela,Otro,1.4564790650467019,COP 271.900,1
324,271900.0,43,Negro,Otro,1.4564790650467019,COP 271.900,1
325,269900.0,43,Navy,Otro,1.4381021957487963,COP 269.900,1
326,269900.0,43,Negro,Otro,1.4381021957487963,COP 269.900,1
327,281900.0,43,Canela,Otro,1.5483634115362297,COP 281.900,1
328,281900.0,43,Negro,Otro,1.5483634115362297,COP 281.900,1
329,139900.0,43,Blanco,Otro,0.24360569138493365,COP 139.900,0
330,149900.0,43,Negro,Otro,0.3354900378744616,COP 149.900,1
331,149900.0,43,Blanco,Otro,0.3354900378744616,COP 149.900,1
332,139900.0,43,Negro,Otro,0.24360569138493365,COP 139.900,0
333,219900.0,43,Café Oscuro,Otro,0.9786804633011569,COP 219.900,1
334,55185.0,43,Turquesa,Otro,-0.534792549901102,COP 55.185,0
335,239900.0,43,Chocolate,Otro,1.1624491562802126,COP 239.900,1
336,239900.0,43,Negro,Otro,1.1624491562802126,COP 239.900,1
337,199900.0,43,Azul Marino,Otro,0.7949117703221011,COP 199.900,1
338,104925.0,43,Menta,Otro,-0.0777598104621902,COP 104.925,0
339,254900.0,43,Azul Prusia,Otro,1.3002756760145044,COP 254.900,1
340,254900.0,43,Ganache,Otro,1.3002756760145044,COP 254.900,1
341,254900.0,43,Azul Marino,Otro,1.3002756760145044,COP 254.900,1
342,254900.0,43,Canela,Otro,1.3002756760145044,COP 254.900,1
343,291900.0,43,Ganache,Otro,1.6402477580257577,COP 291.900,1
344,291900.0,43,Negro,Otro,1.6402477580257577,COP 291.900,1
345,174900.0,43,Blanco,Otro,0.5652009040982813,COP 174.900,1
346,240900.0,43,Café,Otro,1.1716375909291654,COP 240.900,1
347,240900.0,43,Negro,Otro,1.1716375909291654,COP 240.900,1
348,269900.0,43,Azul Prusia,Otro,1.4381021957487963,COP 269.900,1
349,269900.0,43,Ganache,Otro,1.4381021957487963,COP 269.900,1
350,283900.0,43,Chocolate,Otro,1.5667402808341353,COP 283.900,1
351,283900.0,43,Gris Granito,Otro,1.5667402808341353,COP 283.900,1
352,283900.0,43,Negro,Otro,1.5667402808341353,COP 283.900,1
353,254900.0,43,Ganache,Otro,1.3002756760145044,COP 254.900,1
354,254900.0,43,Negro,Otro,1.3002756760145044,COP 254.900,1
355,899900.0,43,Gris Granito,Otro,7.226816024589055,COP 899.900,2
356,129900.0,43,Turquesa,Otro,0.15172134489540573,COP 129.900,0
357,129900.0,43,Blanco,Otro,0.15172134489540573,COP 129.900,0
358,87900.0,43,Blanco,Otro,-0.23419291036061146,COP 87.900,0
359,270900.0,43,Chocolate,Otro,1.447290630397749,COP 270.900,1
360,270900.0,43,Ganache,Otro,1.447290630397749,COP 270.900,1
361,270900.0,43,Azul Marino,Otro,1.447290630397749,COP 270.900,1
362,254900.0,43,Abeto,Otro,1.3002756760145044,COP 254.900,1
363,254900.0,43,Ganache,Otro,1.3002756760145044,COP 254.900,1
364,174785.0,43,Negro,Otro,0.5641442341136518,COP 174.785,1
365,240900.0,43,Chocolate,Otro,1.1716375909291654,COP 240.900,1
366,240900.0,43,Negro,Otro,1.1716375909291654,COP 240.900,1
367,168935.0,43,Vinotinto,Otro,0.5103918914172779,COP 168.935,1
368,168935.0,43,Ganache,Otro,0.5103918914172779,COP 168.935,1
369,168935.0,43,Negro,Otro,0.5103918914172779,COP 168.935,1
370,268900.0,43,Ganache,Otro,1.4289137610998435,COP 268.900,1
371,268900.0,43,Negro,Otro,1.4289137610998435,COP 268.900,1
372,139900.0,43,Blanco,Otro,0.24360569138493365,COP 139.900,0
373,254900.0,43,Azul Prusia,Otro,1.3002756760145044,COP 254.900,1
374,254900.0,43,Ganache,Otro,1.3002756760145044,COP 254.900,1
375,254900.0,43,Azul Marino,Otro,1.3002756760145044,COP 254.900,1
376,254900.0,43,Canela,Otro,1.3002756760145044,COP 254.900,1
377,104925.0,43,Blanco,Otro,-0.0777598104621902,COP 104.925,0
378,93415.0,43,Negro,Otro,-0.18351869327163683,COP 93.415,0
379,159900.0,43,Negro,Otro,0.42737438436398945,COP 159.900,1
380,129900.0,43,Turquesa,Otro,0.15172134489540573,COP 129.900,0
381,129900.0,43,Blanco,Otro,0.15172134489540573,COP 129.900,0
382,269900.0,43,Canela,Otro,1.4381021957487963,COP 269.900,1
383,74900.0,43,Blanco,Otro,-0.35364256079699774,COP 74.900,0
