producto_id,nombre,precio,descuento,categoria,subcategoria,color,talla
268,Mocasín Casual en Nobuck Y Suela A Tono 36512,249900.0,0.0,HOMBRE,"Mocasines, Zapatos",Azul Prusia,42
269,Camisa Formal Regular Fit para Hombre 11506,74900.0,0.0,HOMBRE,"Camisas, Ropa, Camisas Formales",Blanco,42
270,Camiseta Oversize Unicolor 04731,46665.0,-15.0,HOMBRE,"Ropa, Camisetas","Café, Negro, Turquesa, Sandía, Blanco",L
271,Set de Pijama Tejido de Punto para Hombre 37654,89900.0,0.0,HOMBRE,"Ropa, Pijamas",Ocre,L
272,Camiseta Básica Regular Fit para Hombre 25997,50915.0,-15.0,HOMBRE,"Ropa, Camisetas","Azul Marino, Negro, Blanco",L
273,Camiseta Moda Regular Fit para Hombre 36144,67915.0,-15.0,HOMBRE,"Ropa, Camisetas",Azul Prusia,L
274,Zapato de Atadura Casual con Capellada Texturizada 23979,269900.0,0.0,HOMBRE,"Zapatos Casual, Zapatos",Canela,42
275,Camiseta Regular Unicolor 05316,38165.0,-15.0,HOMBRE,"Ropa, Camisetas","Negro, Blanco",L
276,Camisa Casual Slim Fit para Hombre 12134,59900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Naranja,L
277,Camisa Guayabera en Lino para Hombre 25355,244900.0,0.0,HOMBRE,"Camisas, Ropa, Camisas Lino",Celeste,L
278,Jean en Silueta Skinny para Hombre 37050,134900.0,0.0,HOMBRE,"Ropa, Jeans",Azul Prusia,36
279,Pantaloneta de Baño Estampada para Hombre 12504,42415.0,-15.0,HOMBRE,"Ropa, Pantalonetas",Navy,L
280,Pantaloneta de Baño Estampada para Hombre 12500,42415.0,-15.0,HOMBRE,"Ropa, Pantalonetas",Azul Marino,L
281,Camisa Cuadros Manga Larga para Hombre 36328,139900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Azul Royal,L
282,Jean Silueta Baggy para Hombre 05416,139900.0,0.0,HOMBRE,"Ropa, Jeans",Aguamarina,36
283,Camiseta Business Maga Corta para Hombre 36275,59415.0,-15.0,HOMBRE,"Ropa, Camisetas",Beige,L
284,Medias Caña Media para Hombre 25863,12900.0,0.0,HOMBRE,"Medias, Ropa Interior, Ropa","Negro, Azul Prusia",10-12
285,Camisa Formal Textura Unicolor Semi Slim Fit 94740,129900.0,0.0,HOMBRE,"Camisas, Ropa, Camisas Formales","Turquesa, Blanco",42
286,Pantaloneta Estampada para Hombre 35598,76415.0,-15.0,HOMBRE,"Ropa, Pantalonetas",Aguamarina,L
287,Camisa Casual Unicolor Manga Larga para Hombre 12478,69900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Navy,L
288,Buzo Unicolor con Estampado para Hombre 12422,59900.0,0.0,HOMBRE,"Ropa, Buzos",Abeto,L
289,Chaleco Casual Unicolor para Hombre 36402,229900.0,0.0,HOMBRE,"Ropa, Chalecos, Chalecos Casuales",Canela,L
290,Tenis con Inserto en Denim 38502,274900.0,0.0,HOMBRE,"Tenis, Zapatos",Blanco,42
291,Camiseta Estampada para Hombre 12653,29665.0,-15.0,HOMBRE,"Ropa, Camisetas",Índigo,L
292,Camisa Casual Textura Manga Larga para Hombre 11695,59900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Gris Carbón,L
293,Polo Unicolor Slim Fit para Hombre 36650,50915.0,-15.0,HOMBRE,"Polos, Ropa","Escarlata, Amarillo, Navy, Blanco",L
294,Polo Unicolor Slim Fit para Hombre 36650,50915.0,-15.0,HOMBRE,"Polos, Ropa","Escarlata, Amarillo, Navy, Blanco",L
295,Camisa Business Unicolor para Hombre 12398,69900.0,0.0,HOMBRE,"Camisas, Camisas Business, Ropa",Negro,L
296,Pantaloneta de Baño para Hombre Poliéster 02399,59500.0,-65.0,HOMBRE,"Ropa, Pantalonetas",Beige,L
297,Calzado Tipo Sneaker Unicolor para Hombre 05073,159900.0,0.0,HOMBRE,"Tenis, Zapatos",Negro,42
298,Pantalón para Hombre en Mezclas Algodón 02520,149500.0,-35.0,HOMBRE,"Pantalones, Ropa, Pantalones Casuales",Azul Malibú,42
300,Camisa Business a Cuadros Manga Larga para Hombre 33969,104925.0,-25.0,HOMBRE,"Camisas, Camisas Business, Ropa",Blanco,L
301,Camisa Casual Unicolor Regular para Hombre 10435,84900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Índigo,L
302,Camiseta Moda Regular Fit para Hombre 35517,59415.0,-15.0,HOMBRE,"Ropa, Camisetas",Beige,L
303,Camiseta Básica Regular Fit para Hombre 25996,50915.0,-15.0,HOMBRE,"Ropa, Camisetas","Azul Marino, Negro, Blanco",L
304,Camiseta Básica para Hombre 29845,33915.0,-15.0,HOMBRE,"Ropa, Camisetas","Negro, Azul Prusia, Blanco",L
305,Bermuda Cinco Bolsillos con Lavado Azul Oscuro 38415,110415.0,-15.0,HOMBRE,"Ropa, Bermudas",Azul Prusia,42
306,Sandalias en Cuero para Hombre 35716,93415.0,-15.0,HOMBRE,"Zapatos, Sandalias",Negro,42
307,Polo con Mezclas Poliéster para Hombre 03049,102000.0,-15.0,HOMBRE,"Polos, Ropa",Lima,L
308,Suéter Cuello Redondo con Botones para Hombre 36381,134900.0,0.0,HOMBRE,"Ropa, Suéteres y Cardigans",Gris Oscuro,L
309,Camisa Formal Algodón Pima para Hombre Semi Slim Fit 33932,104925.0,-25.0,HOMBRE,"Camisas, Ropa, Camisas Formales",Blanco,42
310,Camisa Casual Textura Manga Corta para Hombre 12461,59900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Malva,L
311,Camiseta Unicolor Slim Fit para Hombre 38163,33915.0,-15.0,HOMBRE,"Ropa, Camisetas",Salmón,L
312,Chaqueta con Cuello Alto Y Bolsillos Frontales 37118,249900.0,0.0,HOMBRE,"Ropa, Chaquetas",Arena,L
313,Pantalón de Vestir Unicolor para Hombre 05146,74950.0,-50.0,HOMBRE,"Pantalones, Ropa, Pantalones Casuales",Gris Plata,L
314,Pantaloneta Estampada para Hombre 30927,76415.0,-15.0,HOMBRE,"Ropa, Pantalonetas",Magenta,L
315,Camiseta Estampada Regular Fit para Hombre 37870,49215.0,-15.0,HOMBRE,"Ropa, Camisetas",Rosa,L
316,Camisa Formal Unicolor para Hombre 36735,82425.0,-25.0,HOMBRE,"Camisas, Ropa, Camisas Formales",Blanco,42
317,Camiseta Básica para Hombre 29846,33915.0,-15.0,HOMBRE,"Ropa, Camisetas","Negro, Rojo, Azul Prusia, Blanco",L
318,Camisa Business Estampada para Hombre 11465,59900.0,0.0,HOMBRE,"Camisas, Camisas Business, Ropa",Negro,L
319,Tenis de Cuero con Contraste para Hombre 09179,254900.0,0.0,HOMBRE,"Tenis, Zapatos","Azul Marino, Canela, Azul Prusia, Ganache",42
320,Pantaloneta de Baño Estampada para Hombre 02650,102000.0,-40.0,HOMBRE,"Ropa, Pantalonetas",Azul Claro,S
321,Pantalón Business Slim Fit para Hombre 30450,379900.0,0.0,HOMBRE,"Pantalones Business, Ropa, Pantalones",Navy,36
322,Camisa Casual Preteñida Cuadros 10597,69900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Gris Grafito,L
323,Jean Silueta Straight con Lavado Azul Oscuro 38363,149900.0,0.0,HOMBRE,"Ropa, Jeans",Azul Prusia,40
324,Pantalón Business Slim Fit para Hombre 39107,149900.0,0.0,HOMBRE,"Pantalones Business, Ropa, Pantalones",Negro,40
325,Camisa Casual Estampada Manga Larga para Hombre 12471,59900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Azul Prusia,L
326,Camisa Casual Textura Manga Corta para Hombre 09633,38935.0,-35.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Azul Prusia,L
327,Camisa Casual Slim Fit de Cuadros para Hombre 10593,74900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Aguamarina,L
328,Camisa Casual Estampada Manga Corta para Hombre 11501,59900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Turquesa,L
329,Bermuda Unicolor 5 Bolsillos para Hombre 12415,63665.0,-15.0,HOMBRE,"Ropa, Bermudas","Negro, Blanco",42
330,Chaqueta de Cuero con Cuello Militar y Cuero Liso 36752,719900.0,0.0,HOMBRE,"Ropa, Chaquetas",Ganache,L
331,Camisa Business Unicolor Manga Larga para Hombre 30497,119900.0,0.0,HOMBRE,"Camisas, Camisas Business, Ropa",Habano,L
332,Camisa Formal Algodón Pima para Hombre Regular Fit 33930,139900.0,0.0,HOMBRE,"Camisas, Ropa, Camisas Formales",Blanco,42
333,Pantalón Unicolor Slim Fit para Hombre 37531,119900.0,0.0,HOMBRE,"Pantalones, Ropa, Pantalones Casuales",Khaki,42
334,Chaqueta Parka Unicolor para Hombre 35806,344900.0,0.0,HOMBRE,"Ropa, Chaquetas",Azul Prusia,L
335,Mocasín Formal con Costura Frontal 30070,268900.0,0.0,HOMBRE,"Mocasines, Zapatos","Negro, Ganache",42
336,Pantaloneta de Baño para Hombre Poliéster 02406,59500.0,-65.0,HOMBRE,"Ropa, Pantalonetas",Beige,S
337,Reata Trenzada en Cuero con Hebilla en Zamac 02736,130000.0,0.0,HOMBRE,"Accesorios, Reatas, Cinturones y Correas",Blanco,36
338,Buzo Unicolor para Hombre 36187,129900.0,0.0,HOMBRE,"Ropa, Buzos",Verde Enebro,L
339,Medias Caña Larga para Hombre 24749,19900.0,0.0,HOMBRE,"Medias, Ropa Interior, Ropa","Negro, Azul Prusia",10-12
340,Reata Trenzada en Cuero con Hebilla en Zamac 02734,120000.0,0.0,HOMBRE,"Accesorios, Reatas, Cinturones y Correas",Chocolate,36
341,Camiseta para Hombre en Mezclas Algodón 02511,55000.0,-50.0,HOMBRE,"Ropa, Camisetas",Amarillo Zinc,L
342,Bermuda Unicolor Slim Fit para Hombre 35988,98515.0,-15.0,HOMBRE,"Ropa, Bermudas",Rosa,40
343,Camisa Casual Estampada Slim Fit para Hombre 11253,69900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Negro,L
344,Zapato Formal con Corte en Puntera 23967,168935.0,-35.0,HOMBRE,"Zapatos Formales, Zapatos","Negro, Vinotinto, Ganache",42
345,Polo Textura Unicolor para Hombre 12992,46665.0,-15.0,HOMBRE,"Ropa, Camisetas",Azul Royal,L
346,Pantalón Casual Wf Unicolor Regular Fit para Hombre 32451,169900.0,0.0,HOMBRE,"Pantalones, Ropa, Pantalones Casuales","Azul Prusia, Marrón, Khaki, Gris",42
347,Camisa Casual Estampada Slim Fit para Hombre 11247,74900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Turquesa,L
348,Chaqueta Casual para Hombre 23589,319900.0,0.0,HOMBRE,"Ropa, Chaquetas","Azul Prusia, Gris Grafito",L
349,Set de Pijama Manga Larga Tejido de Punto 34443,97425.0,-25.0,HOMBRE,"Ropa, Pijamas",Gris Plata,L
350,Zapato Formal con Corte Lateral 35429,240900.0,0.0,HOMBRE,"Zapatos Formales, Zapatos","Negro, Chocolate",42
351,Camisa Lino Manga Corta para Hombre 36420,134900.0,0.0,HOMBRE,"Camisas, Ropa, Camisas Lino",Blanco,L
352,Pantaloneta Deportiva Unicolor para Hombre 33238,93415.0,-15.0,HOMBRE,"Ropa, Pantalonetas",Índigo,L
353,Camisa Business A Rayas para Hombre 30460,119900.0,0.0,HOMBRE,"Camisas, Camisas Business, Ropa",Blanco,L
354,Bermuda Mezclas Algodón para Hombre 02818,195500.0,-15.0,HOMBRE,"Ropa, Bermudas",Hueso,42
355,Jean Silueta Slim con Lavado Azul Medio 37040,149900.0,0.0,HOMBRE,"Ropa, Jeans",Aguamarina,32
356,Botas Unicolor en Cuero con Cordones 04032,174785.0,-35.0,HOMBRE,"Zapatos, Botas",Negro,42
357,Jean Classic Fit para Hombre 35898,129900.0,0.0,HOMBRE,"Ropa, Jeans",Aguamarina,42
358,Traje Diseño Cuadros Semi Slim Fit para Hombre 02359,370450.0,-50.0,HOMBRE,"Ropa, Trajes",Taupe,40
359,Tenis para Hombre en Cuero 36501,254900.0,0.0,HOMBRE,"Tenis, Zapatos","Abeto, Ganache",42
361,Zapatos Casuales en Cuero para Hombre 23819,270900.0,0.0,HOMBRE,"Zapatos Casual, Zapatos","Azul Marino, Chocolate, Ganache",42
362,Polo para Hombre Composición Algodón 02847,172500.0,-25.0,HOMBRE,"Pantalones, Ropa, Pantalones Casuales",Khaki,42
363,Camisa Formal Unicolor Regular Fit 81897,87900.0,0.0,HOMBRE,"Camisas, Ropa, Camisas Formales",Blanco,42
364,Camisa Business a Rayas para Hombre 30490,119900.0,0.0,HOMBRE,"Camisas, Camisas Business, Ropa",Blanco,L
366,Chaqueta Unicolor Cuello Alto para Hombre 23585,257175.0,-25.0,HOMBRE,"Ropa, Chaquetas","Gris Granito, Azul Prusia",L
367,Camisa Formal Textura Unicolor Semi Slim Fit 94740,129900.0,0.0,HOMBRE,"Camisas, Ropa, Camisas Formales","Turquesa, Blanco",42
368,Camisa Business Cuadros para Hombre 10538,58435.0,-35.0,HOMBRE,"Camisas, Camisas Business, Ropa",Azul Prusia,L
369,Pack x 3 Camisilla Antibacterial para Hombre 11996,134900.0,0.0,HOMBRE,"Ropa, Ropa Interior, Camisillas",Blanco,L
370,Pantalón Unicolor Regular Fit para Hombre 33890,164900.0,0.0,HOMBRE,"Pantalones, Ropa, Pantalones Casuales",Khaki,40
371,Sobrecamisa en Pana Manga Larga Unisex 04594,74950.0,-50.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Azul Prusia,L
372,Polo Premium Regular Fit para Hombre 36136,76415.0,-15.0,HOMBRE,"Polos, Ropa",Rosa Amaranto,L
373,Camisa Business Cuadros para Hombre 10539,58435.0,-35.0,HOMBRE,"Camisas, Camisas Business, Ropa",Gris Oscuro,L
374,Camisa Business a Rayas Manga Larga para Hombre 33970,104925.0,-25.0,HOMBRE,"Camisas, Camisas Business, Ropa",Blanco,L
375,Suéter Cuello V Básico para Hombre 10860,74925.0,-25.0,HOMBRE,"Ropa, Suéteres y Cardigans","Negro, Abeto, Gris Grafito",L
376,Pantalón para Hombre en Composición Lino 02536,320000.0,0.0,HOMBRE,"Pantalones, Pantalones Lino, Ropa",Blanco,42
377,Mocasín Casual en Cuero para Hombre 33311,116450.0,-50.0,HOMBRE,"Mocasines, Zapatos","Café, Azul Prusia",40
378,Camiseta Estampada Regular Fit para Hombre 35782,34740.0,-40.0,HOMBRE,"Ropa, Camisetas",Azul Malibú,L
379,Bermuda Unicolor Regular Fit para Hombre 38395,110415.0,-15.0,HOMBRE,"Ropa, Bermudas",Arena,42
380,Pantalón para Hombre Mezclas Algodón 02814,230000.0,0.0,HOMBRE,"Pantalones, Ropa, Pantalones Casuales",Blanco,42
381,Zapato Casual Moderno con Suela Liviana en Eva 37879,239900.0,0.0,HOMBRE,"Zapatos Casual, Zapatos","Canela, Negro",42
382,Pantaloneta de Baño Estampada para Hombre 03012,144500.0,-15.0,HOMBRE,"Ropa, Pantalonetas",Navy,L
383,Bermuda con Bolsillos Tipo Parche para Hombre 05378,97665.0,-15.0,HOMBRE,"Ropa, Bermudas","Hueso, Negro",38
384,Pantalón Formal para Hombre Regular Fit 30307,148950.0,-50.0,HOMBRE,"Pantalones, Pantalones Formales, Ropa",Taupe,40
385,Traje con Textura Regular Fit para Hombre 37709,899900.0,0.0,HOMBRE,"Ropa, Trajes",Gris Granito,42
386,Pantalón Formal Silueta Regular Fit para Hombre 37650,264900.0,0.0,HOMBRE,"Pantalones, Pantalones Formales, Ropa",Azul Marino,42
387,Camiseta Deportiva para Hombre 12218,29665.0,-15.0,HOMBRE,"Ropa, Camisetas",Navy,L
388,Pantalón Unicolor Super Slim Fit para Hombre 35824,114900.0,0.0,HOMBRE,"Pantalones, Ropa, Pantalones Casuales",Abeto,40
389,Polo Premium Slim Fit para Hombre 35612,76415.0,-15.0,HOMBRE,"Polos, Ropa","Royal Purple, Rosa Lavanda, Azul Malibú, Gris Claro, Amarillo Limón, Lavanda",L
390,Suéter Liso Cerrado Regular Fit 94859,109900.0,0.0,HOMBRE,"Ropa, Suéteres y Cardigans","Gris Oscuro, Negro, Azul Prusia",L
391,Mocasín Formal en Cuero para Hombre 35427,254900.0,0.0,HOMBRE,"Mocasines, Zapatos","Negro, Ganache",42
392,Pantalón Tipo Parachutte para Hombre 05270,184900.0,0.0,HOMBRE,"Pantalones, Ropa, Pantalones Casuales",Hueso,L
393,Camisilla Antibacterial para Hombre 11997,46900.0,0.0,HOMBRE,"Ropa, Ropa Interior, Camisillas",Blanco,L
394,Polo Rayas para Hombre 12348,38165.0,-15.0,HOMBRE,"Polos, Ropa",Marrón,L
395,Camiseta Premium Regular Fit para Hombre 25107,50915.0,-15.0,HOMBRE,"Ropa, Camisetas","Azul Malibú, Naranja, Turquesa",L
396,Zapato Formal con Placa en Lateral Localizada 31132,283900.0,0.0,HOMBRE,"Zapatos Formales, Zapatos","Negro, Chocolate, Gris Granito",42
397,Set de Pijama Tejido de Punto para Mujer 37280,119900.0,0.0,HOMBRE,"Ropa, Pijamas",Azul Prusia,L
398,Zapatos Casuales con Pieza Contorno en Contraste en Cuero para Hombre 23981,269900.0,0.0,HOMBRE,"Zapatos Casual, Zapatos","Azul Prusia, Ganache",42
399,Camisa Casual Cuadros Manga Corta para Hombre 10556,59900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Azul Malibú,L
400,Pantalón Unicolor para Hombre 12482,109900.0,0.0,HOMBRE,"Pantalones, Ropa, Pantalones Casuales","Avellana, Café Oscuro, Arena",38
401,Pantaloneta de Baño Estampada para Hombre 12622,42415.0,-15.0,HOMBRE,"Ropa, Pantalonetas",Turquesa,L
402,Camiseta Estampada Manga Corta para Hombre 05379,119900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Multicolor,L
403,Camisa Business Textura Manga Larga para Hombre 09605,45435.0,-35.0,HOMBRE,"Camisas, Camisas Business, Ropa",Azul Marino,L
404,Polo Moda Regular Fit para Hombre 36819,84915.0,-15.0,HOMBRE,"Polos, Ropa",Amarillo Limón,L
405,Pantaloneta Estampada para Hombre 37311,76415.0,-15.0,HOMBRE,"Ropa, Pantalonetas",Multicolor,L
406,Zapato Business Ultraliviano con Placa en Puntera 35433,240900.0,0.0,HOMBRE,"Zapatos Casual, Zapatos","Café, Negro",42
407,Jean con Costuras de Realce para Hombre 05367,159900.0,0.0,HOMBRE,"Ropa, Jeans",Negro,38
408,Camiseta Estampada Slim Fit para Hombre 26998,28950.0,-50.0,HOMBRE,"Ropa, Camisetas",Mostaza,L
409,Camisa Rayas Manga Larga para Hombre 34428,134900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Blanco,L
410,Pantaloneta Deportiva para Hombre 29134,52450.0,-50.0,HOMBRE,"Ropa, Pantalonetas",Negro,L
411,Suéter Cuello V Moda para Hombre 11311,74925.0,-25.0,HOMBRE,"Ropa, Suéteres y Cardigans",Negro,L
412,Pantalón Business Slim Fit para Hombre 30449,379900.0,0.0,HOMBRE,"Pantalones Business, Ropa, Pantalones",Azul Marino,36
413,Reata Trenzada en Cuero con Hebilla en Zamac 02735,120000.0,0.0,HOMBRE,"Accesorios, Reatas, Cinturones y Correas",Café,32
414,Bóxer Medio Silueta Confort para Hombre 37755,119900.0,0.0,HOMBRE,"Ropa, Ropa Interior, Bóxers",Blanco,L
415,Tenis con Cortes para Hombre 12909,174900.0,0.0,HOMBRE,"Tenis, Zapatos",Blanco,42
416,Botas Casuales Chukka en Cuero Rustico con Atadura 27646,291900.0,0.0,HOMBRE,"Zapatos, Botas","Negro, Ganache",42
417,Chaqueta de Cuero Doble Faz 32403,849900.0,0.0,HOMBRE,"Ropa, Chaquetas",Ganache,L
418,Camisa Business Estampada para Hombre 09771,45435.0,-35.0,HOMBRE,"Camisas, Camisas Business, Ropa",Azul Prusia,L
419,Suéter Cuello Redondo para Hombre 36373,134900.0,0.0,HOMBRE,"Ropa, Suéteres y Cardigans",Canela,XL
420,Tenis de Cuero con Contraste para Hombre 09179,254900.0,0.0,HOMBRE,"Tenis, Zapatos","Azul Marino, Canela, Azul Prusia, Ganache",42
421,Camisa Formal Algodón Pima para Hombre Semi Slim Fit 33927,104925.0,-25.0,HOMBRE,"Camisas, Ropa, Camisas Formales",Menta,42
423,Pack x 3 Camisilla Antibacterial para Hombre 12012,138900.0,0.0,HOMBRE,"Ropa, Ropa Interior, Camisillas",Blanco,L
424,Camisa Casual Rayas Manga Corta para Hombre 11799,59900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Azul Prusia,L
425,Pantalón Unicolor Slim Fit para Hombre 12356,99900.0,0.0,HOMBRE,"Pantalones, Ropa, Pantalones Casuales","Gris Oscuro, Marrón",38
426,Polo con Miniprint para Hombre 12515,50915.0,-15.0,HOMBRE,"Polos, Ropa",Verde Enebro,L
427,Pantalón Formal Regular Fit para Hombre 12060,94900.0,0.0,HOMBRE,"Pantalones Business, Ropa, Pantalones",Gris Granito,34
428,Camiseta Unicolor para Hombre 03035,85000.0,-15.0,HOMBRE,"Ropa, Camisetas",Rosa Amaranto,M
429,Camiseta Moda para Hombre 35549,59415.0,-15.0,HOMBRE,"Ropa, Camisetas",Naranja,L
430,Camisa Casual Textura para Hombre 08389,52425.0,-25.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Gris Granito,L
431,Sneaker Que Combina Cuero Nobuck Suave con Detalles en Tela de Jean 38503,199900.0,0.0,HOMBRE,"Tenis, Zapatos",Azul Marino,42
432,Medias Caña Media para Hombre 02729,22900.0,0.0,HOMBRE,"Medias, Ropa Interior, Ropa","Granate, Negro, Abeto, Azul Prusia",10-12
433,Pantalón Unicolor Slim Fit para Hombre 12483,99900.0,0.0,HOMBRE,"Pantalones, Ropa, Pantalones Casuales",Navy,38
434,Zapato Formal con Suela en Contraste para Hombre 31597,239900.0,0.0,HOMBRE,"Zapatos Formales, Zapatos","Negro, Chocolate",42
435,Camisa Manga Larga para Hombre 03020,210000.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Fucsia,M
436,Camisa Casual Rayas Manga Larga para Hombre 12470,69900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Navy,L
438,Camisa A Rayas Manga Larga para Hombre 36349,144900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Blanco,L
439,Camisa Casual Textura Manga Corta para Hombre 12207,59900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Azul Marino,L
440,Pantalón Unicolor Regular Fit Para Hombre 37535,129900.0,0.0,HOMBRE,"Pantalones, Ropa, Pantalones Casuales",Gris Granito,42
441,Camisa Formal Regular Fit para Hombre 10740,55185.0,-35.0,HOMBRE,"Camisas, Ropa, Camisas Formales",Turquesa,42
442,Camisa de Cuadros Manga Larga para Hombre 10600,69900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Azul Malibú,L
443,Camisa Business Manga Larga para Hombre 24315,110925.0,-25.0,HOMBRE,"Camisas, Camisas Business, Ropa",Azul Claro,L
444,Camiseta Premium Regular Fit para Hombre 17549,50915.0,-15.0,HOMBRE,"Ropa, Camisetas",Rojo Persa,L
445,Polo Unicolor Regular Fit para Hombre 36651,50915.0,-15.0,HOMBRE,"Polos, Ropa","Navy, Blanco",L
446,Camisa Business a Cuadros para Hombre 27104,70450.0,-50.0,HOMBRE,"Camisas, Camisas Business, Ropa",Gris Plata,L
447,Mocasín Casual para Hombre 35722,219900.0,0.0,HOMBRE,"Mocasines, Zapatos",Café Oscuro,42
448,Camisa Básica A Rayas Regular Fit para Hombre 05452,119900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Turquesa,L
449,Camisa Business Manga Larga para Hombre 33964,139900.0,0.0,HOMBRE,"Camisas, Camisas Business, Ropa",Gris Ceniza,L
450,Pantaloneta de Baño Estampada para Hombre 02557,85000.0,-50.0,HOMBRE,"Ropa, Pantalonetas",Esmeralda,L
451,Camisa Casual Regular Fit para Hombre 08333,59900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Verde Enebro,L
452,Bermuda con Pretina Enresortada para Hombre 05140,80665.0,-15.0,HOMBRE,"Ropa, Bermudas",Arena,L
453,Camisilla Antibacterial para Hombre 12000,49900.0,0.0,HOMBRE,"Ropa, Ropa Interior, Camisillas",Blanco,L
454,Pack x 2 Camisillas Antibacterial para Hombre 11998,89900.0,0.0,HOMBRE,"Ropa, Ropa Interior, Camisillas",Blanco,L
456,Camisilla Antibacterial para Hombre 12011,49900.0,0.0,HOMBRE,"Ropa, Ropa Interior, Camisillas",Blanco,L
457,Pantaloneta de Baño Estampada para Hombre 12501,42415.0,-15.0,HOMBRE,"Ropa, Pantalonetas",Navy,L
458,Jogger en Tejido de Punto para Hombre 12611,64900.0,0.0,HOMBRE,"Pantalones, Ropa, Joggers","Negro, Azul Prusia",L
460,Suéter Cuello Redondo para Hombre 35867,124900.0,0.0,HOMBRE,"Ropa, Suéteres y Cardigans",Blanco,L
461,Bermuda Unicolor Regular Fit para Hombre 35825,84915.0,-15.0,HOMBRE,"Ropa, Bermudas",Azul Marino,42
462,Camisa Casual Regular Fit A Rayas para Hombre 12469,59900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Negro,L
463,Camisa para Hombre en Mezclas Viscosa 02661,97500.0,-35.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Lavanda,L
464,Pantaloneta de Baño Estampada para Hombre 11652,50915.0,-15.0,HOMBRE,"Ropa, Pantalonetas",Sandía,L
465,Camisa de Rayas Manga para Hombre 05095,109900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Multicolor,L
466,Medias Deportivas de Compresión para Hombre 30641,54900.0,0.0,HOMBRE,"Medias, Ropa Interior, Ropa",Blanco,10-12
467,Polo A Rayas Jersey Slim Fit para Hombre 35634,84915.0,-15.0,HOMBRE,"Polos, Ropa",Azul Prusia,L
468,Buzo con Estampado para Hombre 05253,94900.0,0.0,HOMBRE,"Ropa, Buzos",Habano,L
469,Camichaqueta Unicolor Manga Larga para Hombre 33880,159900.0,0.0,HOMBRE,"Camisas, Camisas Casuales, Ropa",Abeto,L
470,Chaqueta Cuello Alto para Hombre 18057,262425.0,-25.0,HOMBRE,"Ropa, Chaquetas","Negro, Ganache",L
471,Chaqueta de Cuero Cuello Alto 32402,829900.0,0.0,HOMBRE,"Ropa, Chaquetas",Café Oscuro,L
472,Polo Rayas para Hombre 12614,38165.0,-15.0,HOMBRE,"Polos, Ropa",Azul Marino,L
473,Polo Premium Regular Fit para Hombre 25937,76415.0,-15.0,HOMBRE,"Polos, Ropa","Azul Marino, Negro, Blanco",L
474,Polo Premium Slim Fit para Hombre 25938,76415.0,-15.0,HOMBRE,"Polos, Ropa","Azul Marino, Negro, Blanco",L
475,Pack x 2 Camisillas Antibacterial para Hombre 12001,96900.0,0.0,HOMBRE,"Ropa, Ropa Interior, Camisillas",Blanco,L
476,Medias de Compresión Graduada Formal para Hombre 30639,64900.0,0.0,HOMBRE,"Medias, Ropa Interior, Ropa",Negro,10-12
477,Camiseta Premium Regular Fit para Hombre 22118,50915.0,-15.0,HOMBRE,"Ropa, Camisetas","Mostaza, Blanco",L
478,Pack x 2 Camisillas Antibacterial para Hombre 12013,96900.0,0.0,HOMBRE,"Ropa, Ropa Interior, Camisillas",Blanco,L
479,Camiseta Oversize Unicolor 04731,46665.0,-15.0,HOMBRE,"Ropa, Camisetas","Café, Negro, Turquesa, Sandía, Blanco",L
480,Camisa Formal Semi Slim Fit 36742,139900.0,0.0,HOMBRE,"Camisas, Ropa, Camisas Formales",Negro,42
